Hora,Temperatura (°C)
16:00:00,21.667
16:00:01,21.8384
16:00:02,21.7784
16:00:03,21.8983
16:00:04,21.8555
16:00:05,22.0183
16:00:06,21.8041
16:00:07,21.984
16:00:08,21.8041
16:00:09,22.0697
16:00:10,21.787
16:00:11,21.0844
16:00:12,20.3133
16:00:13,19.585
16:00:14,19.268
16:00:15,18.7196
16:00:16,18.2569
16:00:17,17.3659
16:00:18,17.2545
16:00:19,16.569
16:00:20,16.3548
16:00:21,15.6694
16:00:22,15.4381
16:00:23,15.2667
16:00:24,14.5042
16:00:25,14.0329
16:00:26,13.9387
16:00:27,13.3732
16:00:28,13.2275
16:00:29,12.9105
16:00:30,12.8677
16:00:31,12.4136
16:00:32,12.2165
16:00:33,12.0451
16:00:34,11.4882
16:00:35,11.4882
16:00:36,11.1969
16:00:37,11.1112
16:00:38,10.8456
16:00:39,10.8114
16:00:40,10.5115
16:00:41,10.4172
16:00:42,10.0916
16:00:43,10.2544
16:00:44,9.8774
16:00:45,9.826
16:00:46,9.5519
16:00:47,9.8946
16:00:48,9.3205
16:00:49,9.4233
16:00:50,9.1577
16:00:51,9.0806
16:00:52,8.9007
16:00:53,9.072
16:00:54,8.9607
16:00:55,8.9093
16:00:56,8.8836
16:00:57,8.6694
16:00:58,8.5408
16:00:59,8.6008
16:01:00,8.558
16:01:01,8.6265
16:01:02,8.4209
16:01:03,8.4123
16:01:04,8.3009
16:01:05,8.3438
16:01:06,8.0782
16:01:07,8.2581
16:01:08,8.2581
16:01:09,7.8725
16:01:10,8.061
16:01:11,8.001
16:01:12,7.8383
16:01:13,7.8383
16:01:14,7.9154
16:01:15,8.181
16:01:16,7.6755
16:01:17,7.5555
16:01:18,7.8554
16:01:19,7.7697
16:01:20,7.8297
16:01:21,7.6669
16:01:22,7.6412
16:01:23,7.6755
16:01:24,7.8897
16:01:25,7.6583
16:01:26,7.744
16:01:27,7.4356
16:01:28,7.8468
16:01:29,7.4784
16:01:30,7.5212
16:01:31,7.2642
16:01:32,7.7097
16:01:33,7.6926
16:01:34,7.5384
16:01:35,7.5726
16:01:36,7.2471
